A,B,C,D,E,F
6034,80,124,321,25680,1506
6035,104,145,361,37544,1727
6036,31,54,262,8122,1203
6037,418,427,265,110770,1236
6038,357,364,293,104601,1448
6039,6,-36,340,2040,1588
6040,359,322,326,117034,1591
6041,305,326,359,109495,1716
6042,9,16,208,1872,1037
6043,20,22,398,7960,1902
6044,488,441,250,122000,1222
6045,252,265,283,71316,1343
6046,146,143,350,51100,1647
6047,139,171,231,32109,1192
6048,315,274,243,76545,1151
6049,170,163,336,57120,1703
6050,204,162,346,70584,1664
6051,177,149,235,41595,1165
6052,69,78,344,23736,1603
6053,84,126,318,26712,1471
6054,101,126,284,28684,1332
6055,70,46,301,21070,1452
6056,17,30,228,3876,1104
6057,103,90,231,23793,1107
6058,109,134,209,22781,1029
6059,13,-6,363,4719,1841
6060,284,292,325,92300,1651
6061,326,351,385,125510,1965
6062,25,73,335,8375,1712
6063,458,408,358,163964,1733
6064,285,303,354,100890,1680
6065,261,220,357,93177,1752
6066,479,522,356,170524,1788
6067,422,407,381,160782,1897
6068,486,443,200,97200,885
6069,231,272,319,73689,1592
6070,255,231,322,82110,1624
6071,290,241,348,100920,1638
6072,391,441,396,154836,1917
6073,17,-23,310,5270,1576
6074,155,186,394,61070,1899
6075,46,94,306,14076,1493
6076,54,68,276,14904,1343
6077,141,132,292,41172,1490
6078,27,27,267,7209,1258
6079,136,98,210,28560,1005
6080,116,105,354,41064,1765
6081,50,17,376,18800,1905
6082,487,469,328,159736,1588
6083,199,218,304,60496,1457
6084,153,196,354,54162,1760
6085,481,517,307,147667,1477
6086,420,465,255,107100,1294
6087,168,157,390,65520,1922
6088,422,447,274,115628,1328
6089,45,39,381,17145,1853
6090,129,153,232,29928,1053
6091,84,64,281,23604,1357
6092,266,229,260,69160,1234
6093,10,43,309,3090,1448
6094,378,328,294,111132,1356
6095,198,177,313,61974,1528
6096,418,447,382,159676,1912
6097,427,435,279,119133,1308
6098,358,367,237,84846,1085
6099,39,18,358,13962,1702
6100,478,443,238,113764,1096
6101,270,270,386,104220,1859
6102,113,130,366,41358,1735
6103,360,314,352,126720,1679
6104,471,505,313,147423,1553
6105,258,216,263,67854,1309
6106,200,237,342,68400,1606
6107,394,361,240,94560,1151
6108,413,433,276,113988,1354
6109,127,91,361,45847,1725
6110,196,205,368,72128,1758
6111,303,315,309,93627,1462
6112,374,386,317,118558,1466
6113,352,343,325,114400,1550
6114,103,99,293,30179,1363
6115,373,324,259,96607,1213
6116,214,255,362,77468,1792
6117,232,216,342,79344,1664
6118,257,286,273,70161,1377
6119,120,106,234,28080,1108
6120,113,125,271,30623,1254
6121,70,81,391,27370,1993
6122,258,232,380,98040,1887
6123,194,209,284,55096,1374
6124,423,440,288,121824,1451
6125,497,474,229,113813,1167
6126,329,351,276,90804,1299
6127,350,393,297,103950,1503
6128,257,207,220,56540,993
6129,95,70,279,26505,1375
6130,219,241,268,58692,1289
6131,16,-5,250,4000,1220
6132,221,189,345,76245,1633
6133,455,457,309,140595,1567
6134,147,108,377,55419,1920
6135,276,274,234,64584,1208
6136,28,-16,207,5796,977
6137,330,343,218,71940,980
6138,12,8,245,2940,1166
6139,471,520,379,178509,1824
6140,237,286,330,78210,1683
6141,489,459,373,182397,1762
6142,79,129,220,17380,991
6143,42,7,325,13650,1609
6144,328,322,364,119392,1746
6145,150,161,262,39300,1209
6146,403,360,217,87451,1041
6147,248,214,254,62992,1207
6148,489,459,340,166260,1631
6149,382,361,299,114218,1500
6150,154,158,364,56056,1717
6151,447,409,324,144828,1533
6152,300,278,242,72600,1228
6153,76,30,230,17480,1168
6154,60,88,325,19500,1614
6155,491,477,253,124223,1159
6156,76,117,224,17024,1082
6157,127,176,362,45974,1849
6158,494,473,307,151658,1555
6159,445,454,320,142400,1503
6160,66,66,257,16962,1291
6161,300,320,331,99300,1678
6162,227,227,378,85806,1779
6163,55,100,237,13035,1210
6164,386,419,243,93798,1215
6165,217,259,329,71393,1548
6166,324,371,284,92016,1310
6167,91,130,290,26390,1487
6168,95,74,287,27265,1461
6169,422,469,367,154874,1832
6170,357,374,311,111027,1553
6171,119,157,272,32368,1309
6172,394,360,375,147750,1833
6173,52,101,245,12740,1209
6174,169,198,332,56108,1556
6175,234,261,267,62478,1266
6176,424,413,333,141192,1585
6177,354,313,202,71508,970
6178,48,98,282,13536,1407
6179,346,342,400,138400,1883
6180,58,97,233,13514,1120
6181,99,91,226,22374,1102
6182,382,391,235,89770,1082
6183,174,204,281,48894,1415
6184,26,25,392,10192,1922
6185,268,297,370,99160,1797
6186,84,92,322,27048,1548
6187,262,282,236,61832,1213
6188,129,172,351,45279,1640
6189,63,45,297,18711,1508
6190,264,220,295,77880,1379
6191,25,57,332,8300,1687
6192,414,457,356,147384,1725
6193,340,388,387,131580,1936
6194,355,378,335,118925,1703
6195,293,341,287,84091,1388
6196,282,249,304,85728,1492
6197,454,482,369,167526,1820
6198,129,177,332,42828,1568
6199,192,240,368,70656,1805
6200,49,32,252,12348,1213
6201,123,116,368,45264,1807
6202,66,78,304,20064,1439
6203,150,154,333,49950,1648
6204,367,396,389,142763,1918
6205,17,-8,339,5763,1693
6206,77,29,225,17325,1154
6207,41,12,336,13776,1652
6208,229,246,365,83585,1853
6209,15,32,291,4365,1344
6210,405,419,309,125145,1512
6211,387,390,241,93267,1113
6212,362,405,288,104256,1412
6213,336,348,388,130368,1979
6214,327,303,293,95811,1381
6215,400,387,227,90800,1147
6216,180,152,279,50220,1386
6217,422,444,215,90730,1079
6218,213,244,391,83283,1843
6219,172,146,200,34400,915
6220,416,396,228,94848,1022
6221,276,295,309,85284,1464
6222,239,215,204,48756,1021
6223,278,301,338,93964,1575
6224,429,473,349,149721,1759
6225,205,252,398,81590,2010
6226,146,112,366,53436,1763
6227,387,437,396,153252,1871
6228,435,396,236,102660,1140
6229,414,407,202,83628,945
6230,216,262,363,78408,1783
6231,450,435,234,105300,1087
6232,99,109,249,24651,1185
6233,383,433,264,101112,1261
6234,187,154,224,41888,1088
6235,463,500,252,116676,1261
6236,188,172,250,47000,1228
6237,118,166,356,42008,1760
6238,428,380,378,161784,1780
6239,436,441,336,146496,1600
6240,261,215,356,92916,1711
6241,203,233,209,42427,1074
6242,488,492,271,132248,1382
6243,158,173,299,47242,1468
6244,167,121,203,33901,1052
6245,281,254,377,105937,1849
6246,189,177,261,49329,1299
6247,285,258,342,97470,1620
6248,161,112,380,61180,1780
6249,130,81,397,51610,1972
6250,10,27,343,3430,1667
6251,313,326,365,114245,1806
6252,396,364,379,150084,1850
6253,58,104,379,21982,1865
6254,49,87,376,18424,1904
6255,330,330,239,78870,1203
6256,291,254,304,88464,1560
6257,179,134,384,68736,1955
6258,437,412,367,160379,1827
6259,466,438,281,130946,1354
6260,390,371,215,83850,1049
6261,251,232,284,71284,1432
6262,469,431,302,141638,1470
6263,197,210,337,66389,1681
6264,163,128,211,34393,1025
6265,126,90,362,45612,1776
6266,232,185,319,74008,1617
6267,341,321,387,131967,1878
6268,344,338,335,115240,1558
6269,70,117,275,19250,1257
6270,325,278,362,117650,1845
6271,151,164,230,34730,1185
6272,400,375,302,120800,1485
6273,140,174,340,47600,1626
6274,466,460,203,94598,915
6275,255,231,331,84405,1649
6276,232,248,391,90712,1850
6277,313,323,254,79502,1308
6278,412,444,204,84048,973
6279,482,473,283,136406,1305
6280,309,323,281,86829,1318
6281,22,-2,263,5786,1210
6282,243,254,330,80190,1617
6283,496,469,300,148800,1520
6284,113,141,259,29267,1207
6285,77,72,224,17248,1115
6286,94,114,209,19646,1025
6287,22,-28,216,4752,995
6288,338,357,248,83824,1125
6289,419,424,319,133661,1510
6290,320,343,304,97280,1542
6291,496,528,393,194928,1896
6292,437,410,224,97888,1032
6293,302,318,399,120498,1903
6294,78,30,366,28548,1812
6295,256,272,213,54528,1061
6296,40,10,397,15880,2019
6297,272,229,322,87584,1576
6298,241,221,329,79289,1585
6299,100,85,390,39000,1980
6300,37,47,312,11544,1536
6301,298,249,395,117710,1912
6302,70,34,319,22330,1497
6303,454,474,306,138924,1523
6304,43,59,250,10750,1180
6305,242,205,230,55660,1092
6306,270,316,235,63450,1129
6307,424,462,340,144160,1630
6308,325,338,272,88400,1280
6309,275,251,368,101200,1849
6310,231,260,263,60753,1325
6311,405,399,210,85050,940
6312,50,23,365,18250,1732
6313,428,426,267,114276,1228
6314,279,290,283,78957,1349
6315,492,496,306,150552,1472
6316,427,469,207,88389,1038
6317,236,242,277,65372,1334
6318,350,373,368,128800,1851
6319,435,415,307,133545,1543
6320,396,350,209,82764,975
6321,91,80,339,30849,1655
6322,479,461,204,97716,972
6323,251,241,346,86846,1651
6324,131,162,388,50828,1918
6325,90,63,373,33570,1880
6326,399,369,217,86583,968
6327,472,505,279,131688,1288
6328,93,48,362,33666,1847
6329,330,296,283,93390,1304
6330,82,107,257,21074,1296
6331,327,311,317,103659,1513
6332,409,420,352,143968,1692
6333,246,256,211,51906,1037
6334,310,356,225,69750,1066
6335,126,97,394,49644,2001
6336,60,70,314,18840,1600
6337,11,-14,393,4323,1863
6338,284,265,274,77816,1390
6339,95,132,362,34390,1824
6340,85,106,318,27030,1490
6341,389,364,322,125258,1533
6342,69,53,227,15663,1045
6343,185,209,326,60310,1653
6344,102,102,333,33966,1700
6345,472,473,249,117528,1187
6346,330,324,250,82500,1282
6347,242,212,231,55902,1100
6348,292,300,365,106580,1763
6349,69,97,314,21666,1469
6350,450,458,239,107550,1115
6351,74,100,365,27010,1710
6352,327,375,357,116739,1669
6353,142,185,239,33938,1104
6354,261,281,378,98658,1797
6355,382,348,315,120330,1470
6356,303,334,270,81810,1268
6357,438,444,345,151110,1660
6358,345,383,214,73830,1097
6359,93,60,396,36828,1880
6360,458,408,360,164880,1823
6361,380,405,366,139080,1829
6362,208,222,205,42640,968
6363,500,519,372,186000,1808
6364,455,481,329,149695,1526
6365,459,481,387,177633,1871
6366,363,381,226,82038,1027
6367,283,242,276,78108,1275
6368,208,227,230,47840,1049
6369,366,363,277,101382,1339
6370,388,365,348,135024,1674
6371,375,386,319,119625,1551
6372,278,298,357,99246,1678
6373,291,324,336,97776,1598
6374,386,403,391,150926,1841
6375,457,486,394,180058,1960
6376,307,301,376,115432,1803
6377,219,268,300,65700,1498
6378,424,423,299,126776,1474
6379,112,113,293,32816,1347
6380,4,-29,267,1068,1307
6381,145,115,400,58000,1888
6382,460,483,343,157780,1630
6383,106,108,339,35934,1617
6384,10,60,364,3640,1781
6385,98,49,371,36358,1871
6386,316,268,283,89428,1364
6387,487,493,399,194313,2010
6388,258,261,215,55470,1086
6389,297,260,213,63261,963
6390,169,203,378,63882,1853
6391,240,255,320,76800,1486
6392,153,114,213,32589,1073
6393,352,341,207,72864,980
6394,24,5,338,8112,1577
6395,468,489,298,139464,1374
6396,210,226,221,46410,1109
6397,124,145,356,44144,1664
6398,500,465,348,174000,1740
6399,474,499,291,137934,1363
6400,108,83,297,32076,1455
6401,13,19,341,4433,1678
6402,404,399,325,131300,1550
6403,287,257,331,94997,1612
6404,97,90,355,34435,1751
6405,424,432,291,123384,1376
6406,165,175,357,58905,1798
6407,76,109,304,23104,1530
6408,67,26,247,16549,1120
6409,454,487,284,128936,1358
6410,355,370,244,86620,1226
6411,274,299,393,107682,1925
6412,482,473,249,120018,1176
6413,469,486,216,101304,991
6414,320,367,201,64320,953
6415,251,258,394,98894,1953
6416,217,261,381,82677,1847
6417,206,213,324,66744,1568
6418,388,435,225,87300,1131
6419,78,121,327,25506,1555
6420,400,425,299,119600,1436
6421,333,356,294,97902,1353
6422,398,384,339,134922,1685
6423,490,509,231,113190,1147
6424,401,418,222,89022,1005
6425,98,125,270,26460,1383
6426,235,238,358,84130,1797
6427,226,199,296,66896,1516
6428,11,47,266,2926,1321
6429,177,215,359,63543,1687
6430,59,45,392,23128,1944
6431,281,238,379,106499,1827
6432,374,373,337,126038,1579
6433,87,44,321,27927,1602
6434,174,172,389,67686,1964
6435,300,307,345,103500,1628
6436,41,88,229,9389,1045
6437,49,63,266,13034,1225
6438,303,299,349,105747,1631
6439,304,292,394,119776,1992
6440,18,51,368,6624,1796
6441,500,521,222,111000,1130
6442,338,367,365,123370,1820
6443,111,122,231,25641,1088
6444,50,70,394,19700,1962
6445,127,101,230,29210,1153
6446,347,311,275,95425,1306
6447,14,-25,246,3444,1143
6448,6,-24,263,1578,1230
6449,329,320,341,112189,1686
6450,248,285,242,60016,1250
6451,40,-2,360,14400,1728
6452,457,469,347,158579,1646
6453,285,309,274,78090,1367
6454,165,155,360,59400,1828
6455,476,499,332,158032,1543
6456,330,331,389,128370,1940
6457,444,399,200,88800,997
6458,233,188,245,57085,1221
6459,98,72,216,21168,982
6460,165,137,265,43725,1305
6461,446,447,319,142274,1523
6462,495,484,399,197505,2015
6463,455,459,213,96915,1039
6464,17,-1,361,6137,1722
6465,229,186,390,89310,1852
6466,438,427,228,99864,1088
6467,426,435,206,87756,983
6468,447,415,236,105492,1162
6469,65,92,352,22880,1714
6470,64,96,300,19200,1505
6471,284,260,235,66740,1164
6472,307,297,289,88723,1444
6473,179,135,222,39738,1000
6474,249,239,367,91383,1787
6475,54,40,277,14958,1390
6476,131,99,240,31440,1161
6477,443,447,337,149291,1621
6478,155,198,205,31775,936
6479,337,354,316,106492,1594
6480,388,410,210,81480,956
6481,375,362,335,125625,1622
6482,131,130,244,31964,1135
6483,371,388,213,79023,1058
6484,25,21,274,6850,1291
6485,120,154,360,43200,1746
6486,92,131,325,29900,1562
6487,345,322,234,80730,1149
6488,114,129,210,23940,1052
6489,415,390,312,129480,1547
6490,482,460,346,166772,1744
6491,95,139,236,22420,1207
6492,171,209,368,62928,1841
6493,96,121,337,32352,1710
6494,105,123,308,32340,1539
6495,99,141,368,36432,1800
6496,199,199,396,78804,2004
6497,434,456,343,148862,1691
6498,419,441,277,116063,1386
6499,175,157,379,66325,1926
6500,420,398,283,118860,1300
6501,253,291,281,71093,1357
6502,173,132,351,60723,1647
6503,290,253,314,91060,1508
6504,7,31,257,1799,1309
6505,30,78,354,10620,1737
6506,85,72,304,25840,1528
6507,262,300,306,80172,1498
6508,13,10,397,5161,1883
6509,110,148,327,35970,1578
6510,454,485,334,151636,1619
6511,358,330,292,104536,1496
6512,300,343,255,76500,1205
6513,230,205,233,53590,1120
6514,309,339,348,107532,1780
6515,137,136,374,51238,1842
6516,269,300,252,67788,1197
6517,74,60,264,19536,1229
6518,499,451,355,177145,1799
6519,181,148,306,55386,1522
6520,49,13,291,14259,1487
6521,48,15,362,17376,1723
6522,91,129,324,29484,1536
6523,376,364,292,109792,1461
6524,251,274,320,80320,1526
6525,309,317,333,102897,1693
6526,246,216,303,74538,1485
6527,19,11,361,6859,1690
6528,277,227,264,73128,1292
6529,333,295,249,82917,1206
6530,220,266,245,53900,1111
6531,426,380,356,151656,1814
6532,308,338,397,122276,1889
6533,120,136,396,47520,1984
6534,347,341,311,107917,1469
6535,457,437,244,111508,1255
6536,470,500,336,157920,1564
6537,113,124,301,34013,1518
6538,461,445,265,122165,1217
6539,465,467,367,170655,1812
6540,290,248,251,72790,1209
6541,151,112,353,53303,1765
6542,131,144,290,37990,1394
6543,126,166,209,26334,928
6544,93,92,390,36270,1942
6545,237,191,318,75366,1550
6546,459,446,366,167994,1768
6547,193,178,241,46513,1212
6548,359,315,321,115239,1574
6549,291,266,362,105342,1730
6550,193,215,310,59830,1497
6551,199,210,285,56715,1362
6552,469,423,210,98490,1008
6553,182,228,400,72800,1921
6554,65,88,397,25805,2005
6555,192,158,390,74880,1838
6556,214,261,206,44084,960
6557,342,332,379,129618,1870
6558,115,91,346,39790,1708
6559,494,455,295,145730,1504
6560,248,258,303,75144,1424
6561,403,364,258,103974,1240
6562,492,517,386,189912,1940
6563,151,174,308,46508,1480
6564,496,474,380,188480,1794
6565,98,120,368,36064,1862
6566,110,62,396,43560,2006
6567,361,403,282,101802,1334
6568,423,392,345,145935,1628
6569,26,61,335,8710,1590
6570,222,219,239,53058,1226
6571,358,399,329,117782,1531
6572,19,10,293,5567,1477
6573,453,433,351,159003,1647
6574,466,503,287,133742,1423
6575,389,369,367,142763,1769
6576,488,509,230,112240,1189
6577,309,358,264,81576,1304
6578,134,153,361,48374,1712
6579,450,420,305,137250,1489
6580,348,372,278,96744,1275
6581,321,291,225,72225,1112
6582,97,87,256,24832,1227
6583,493,504,236,116348,1128
6584,299,266,365,109135,1762
6585,308,287,303,93324,1462
6586,353,375,310,109430,1472
6587,183,159,268,49044,1332
6588,428,398,267,114276,1345
6589,407,445,203,82621,973
6590,140,164,242,33880,1112
6591,54,68,270,14580,1385
6592,212,172,361,76532,1838
6593,44,93,300,13200,1405
6594,458,492,340,155720,1629
6595,94,73,228,21432,1057
6596,63,79,336,21168,1618
6597,403,369,287,115661,1437
6598,81,118,292,23652,1340
6599,130,84,329,42770,1528
6600,13,54,284,3692,1329
6601,218,254,290,63220,1361
6602,430,387,315,135450,1581
6603,199,155,323,64277,1496
6604,145,130,329,47705,1553
6605,95,69,272,25840,1375
6606,253,264,355,89815,1737
6607,95,111,375,35625,1786
6608,44,87,293,12892,1404
6609,344,345,283,97352,1381
6610,486,485,391,190026,1859
6611,475,499,282,133950,1355
6612,74,39,247,18278,1226
6613,29,-9,232,6728,1151
6614,201,222,391,78591,1837
6615,382,365,362,138284,1806
6616,204,240,266,54264,1261
6617,419,436,392,164248,1924
6618,141,183,323,45543,1609
6619,322,309,378,121716,1858
6620,161,165,230,37030,1153
6621,152,159,389,59128,1844
6622,460,421,239,109940,1221
6623,483,441,209,100947,1070
6624,28,54,240,6720,1088
6625,217,191,383,83111,1917
6626,388,364,266,103208,1353
6627,72,49,290,20880,1372
6628,28,24,207,5796,1062
6629,162,154,261,42282,1185
6630,218,253,304,66272,1554
6631,124,148,313,38812,1596
6632,31,16,272,8432,1246
6633,202,207,346,69892,1724
6634,124,96,325,40300,1583
6635,14,-2,258,3612,1225
6636,398,398,337,134126,1675
6637,250,281,306,76500,1512
6638,297,256,202,59994,897
6639,327,369,278,90906,1296
6640,348,312,270,93960,1310
6641,191,189,396,75636,2017
6642,472,466,345,162840,1720
6643,59,46,400,23600,1904
6644,64,91,200,12800,929
6645,478,440,268,128104,1349
6646,169,206,246,41574,1127
6647,259,243,286,74074,1329
6648,396,404,226,89496,1098
6649,318,355,366,116388,1761
6650,114,105,216,24624,984
6651,387,372,253,97911,1277
6652,377,362,350,131950,1672
6653,290,287,316,91640,1593
6654,154,166,334,51436,1567
6655,131,99,295,38645,1446
6656,243,244,280,68040,1359
6657,22,48,399,8778,1894
6658,129,108,242,31218,1226
6659,229,225,364,83356,1795
6660,150,109,220,33000,1055
6661,473,510,317,149941,1466
6662,371,417,375,139125,1782
6663,120,85,344,41280,1735
6664,38,-2,219,8322,985
6665,359,383,367,131753,1869
6666,270,293,231,62370,1044
6667,388,369,347,134636,1704
6668,145,108,313,45385,1537
6669,293,316,349,102257,1678
6670,135,166,345,46575,1747
6671,32,-6,332,10624,1543
6672,331,320,351,116181,1709
6673,115,67,315,36225,1575
6674,369,407,282,104058,1414
6675,230,279,214,49220,1055
6676,326,322,282,91932,1425
6677,260,225,214,55640,1040
6678,477,482,214,102078,1029
6679,419,404,230,96370,1034
6680,472,492,271,127912,1354
6681,450,484,334,150300,1709
6682,395,367,266,105070,1367
6683,256,265,318,81408,1493
6684,365,372,393,143445,1975
6685,208,226,318,66144,1470
6686,371,388,203,75313,984
6687,188,209,339,63732,1689
6688,352,336,294,103488,1351
6689,59,10,346,20414,1752
6690,417,399,324,135108,1557
6691,491,504,269,132079,1284
6692,186,147,298,55428,1477
6693,324,345,285,92340,1453
6694,467,453,237,110679,1108
6695,9,48,289,2601,1341
6696,498,490,383,190734,1804
6697,497,543,254,126238,1225
6698,135,88,301,40635,1427
6699,325,329,348,113100,1774
6700,115,149,276,31740,1419
6701,2,25,240,480,1155
6702,17,-20,379,6443,1883
6703,95,139,215,20425,1041
6704,264,233,231,60984,1037
6705,256,210,343,87808,1637
6706,116,139,366,42456,1727
6707,468,472,399,186732,1896
6708,450,500,247,111150,1156
6709,426,451,289,123114,1482
6710,43,24,205,8815,1024
6711,266,310,236,62776,1125
6712,177,134,233,41241,1049
6713,254,245,306,77724,1531
6714,244,195,323,78812,1599
6715,149,136,342,50958,1592
6716,296,267,383,113368,1845
6717,333,294,369,122877,1791
6718,110,158,375,41250,1874
